SMILES,Drug-like,SAS Score
n1ncc(cn1)-c1cccc(n1)-c1ccnc(c1)N1CCOCC1,True,2.6370404962977094
c1[nH]c2cc(F)ccc2c1C1=CCN(Cc2ccc(OCC3CC3)cc2)C1,True,2.4656272276608053
n1c2CN(CCc2cc1=O)C(=O)[C@H](O)c1cc(NC(=O)c2cc(on2)-c2ccccc2)ccc1F,True,3.4507474414009938
Br.C[C@H](CCN1[C@H](C)[C@H](O)[C@H](Cc2ccc3OCOc3c2)[C@H]1C)C(O)=O,True,4.182667704280574
n1c(C(=O)Nc2cccc(c2)C#N)c2cc(ccc12)S(=O)(=O)C12CC3CC(CC(C3)C1)C2,True,4.1774003102725645
F[C@@H]1CCCN2C(=O)N(C1=O)c1cccc(c1C2)-c1ccccc1,True,4.08030784032352
[Na+].[NH4+].C[C@@H]1[C@H](O)[C@@H](O)CO1,True,4.323658786106203
Sc1ccc(CN2CC[C@H]3CCN([C@H]3C2)C(=O)C(C(F)(F)F)C#N)cc1F,True,4.014840627585263
[B@@H]1Cc2cc(ccc2N1S(=O)(=O)c1ccc(F)cc1)C(O)(C(F)(F)F)C(F)(F)F,True,3.3409160703723746
Sc1ccc(c(F)c1)-c1ccc(cc1)C(=O)N(CCCN1CCOCC1)c1ncccc1F,True,2.6726658227260565
P(O)([O-])=O.Cc1cncc(Oc2ccc(NC(=O)c3cc(nn3C)C(F)(F)F)cc2F)c1,True,3.3409106051704995
c1[nH]c(=O)n(I)c(=O)c1C1C=CON(CCCN2CCOCC2)C1=O,True,4.10987456711767
n1n[n+]([O-])c1C(=O)Nc1ccccc1Cl,True,3.0679561957269943
Sc1nnc(SCc2ccc(Cl)cc2)n1Cc1ccc2OCOc2c1,True,2.3270855881260637
S(CCc1ccccc1)(C(O)=O)C(=O)NC12CC3CC(CC(C3)C1)C2,True,4.669249313099719
S(=O)(=O)NCc1cnc(NCCc2ccc(Cl)cc2)[nH]1,True,3.045678548427875
Sc1cc2ccccc2cc1\C=C/c1ccc(cc1)S(N)(=O)=O,True,2.3311106605477967
c1nc(cc(Nc2ncccn2)c1-c1ccnc(F)c1)-c1ccc(F)cc1,True,2.4535109667065704
SC1CN(CC1)c1ccc(cn1)-c1nccc2ncccc12,True,3.007892936981855
SCCS(=O)(=O)Nc1ccc(C#N)c(c1)C(F)(F)F,True,2.667502174293748
n1c(Nc2cccc(c2)-c2cn[nH]c2)nc1Nc1ccc(cc1)[N+]([O-])=O,True,2.674614104848276
c1c(nnn1-c1ncccn1)-c1ccc(F)cc1,True,2.1877245696784176
n1c(Nc2ccc(Cl)cc2Cl)c(Cl)c1-n1cncn1,True,2.945982276857851
c1ccccc2NC(=NN(CC=C)C(=O)C(NC=Cc3ccco3)c3ccccc3[N+]([O-])=O)CC12,True,4.695588427663926
c1c(nc2[nH]ccc2c1N1CCC(N)CC1)-c1ccc(cc1)C(F)(F)F,True,2.535707244141415
n1c2CN(Cc2c(=O)c1-c1ccc(F)cc1)C(=O)\C=C\c1ccccn1,True,2.9260399510021227
SC1CN(C1)[C@]12CC[C@H](C1)[C@@H]2N1CCN(CC1)c1ccc(F)c2[nH]ccc12,True,4.949900586543017
n1c(nc(-c2ccc(Cl)cc2)c1=O)N1CCC(C1)c1cccc(Cl)c1,True,2.9670658455575403
Br.NC(=N)NC(=O)c1ccc(Oc2ccc(cc2)C(N)=N)cc1F,True,2.4242570828361725
P(O)(=O)C(=O)N(CCP(O)(O)=O)c1ccc(Cl)cc1,True,3.764840322136184
n1c(-c2ccccc2)c(-c2cc(F)cc(F)c2)c(O)c1=O,True,2.47509212108406
n1c(Nc2ccc(cc2)S(N)(=O)=O)c2cn[nH]c12,True,2.744242575313182
Sc1[nH]c(=O)[nH]c(=O)c1Cc1ccc(cc1)C#N,True,2.6787609644534527
Sc1nc(N2CCNCC2)c(C#N)c(-c2ccccc2)c1C#N,True,2.7120642484983097
Sc1ccc(CNC(=O)c2cnn3cccnc23)cc1F,True,2.5188713127398614
Fc1ccc(NC(=O)COc2ccc(cc2)C(F)(F)F)cc1,True,1.6329203307050424
c1c(nn(c1-c1ccc(F)cc1)-c1ccc(cc1)[N+]([O-])=O)N1CCCC1,True,2.1901814894636615
c1cnn(CC=C)c1OC[C@H]1C[C@H]2C[C@H](O)CC[C@@H]2C1,True,4.119726517575527
c1ccc(F)cc2S(=O)(=O)N1CCN(CC2)c1ncccc1Cl,True,4.664267066404442
P(O)(=O)OC(=O)CCCC(=O)Nc1ccc(cc1)-c1nc2CN(Cc2[nH]1)C(C)=O,True,3.5745338044063963
Sc1nccc(n1)N1CCC(O)(COCc2ccc(Cl)cc2)CC1,True,2.811951867535168
c1nn(cc2c1nc(=O)n(-c1cccc(F)c2)c1=O)-c1ccccc1OCCO,True,4.667707764008693
[B@@H](CCCC(O)=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(O)=O,True,3.5361019116993164
Sc1nc2scc(Cc3cccc(c3)C(F)(F)F)c2c(=O)[nH]1,True,2.8044683761022675
S(CN1c2ccccc2\C(=C\c2ncn[nH]2)C1=O)c1ccc(cc1)N1CCCCC1,True,2.807320532306038
P(O)(=O)CCN(CCCNC(=O)Oc1ccccc1)c1ccc(Br)cc1,True,3.1369169678674265
Fc1ccc(Cc2nc(no2)-c2ccc3OCCCc3c2)cc1,True,2.1502893204851468
Sc1ccc(\C=N/N[C@H]2CC[C@@H](CC2)NC(=O)C#Cc2ccc(cc2)S(C)(=O)=O)cc1,True,2.9691822001058945
n1c2ccc(nc2c(N2CCCC2)c1=O)-c1ccncc1,True,2.731964960382541
SC[C@@]1(C[C@H]1CN1CCC2(CC1)C(=O)Nc1ccccc21)c1ccc(Br)c(F)c1,True,4.249323279327679
n1c(O)nc(N2CCC(C[C@H]3CC[C@@H](CC3)C(O)=O)CC2)c1=O,True,3.048643914985668
Br[C@@]1(CC(=O)NC(=O)NC1=O)c1ccccc1,True,3.266674071745185
c1nc(ccc1Oc1ccc(F)cc1)N1CCN(CC1)C1CCN(CC(F)(F)F)CC1,True,2.3827415601278936
Sc1cccc(Cc2n[nH]c(=O)c3CCCCc23)c1,True,2.6609096428252172
Sc1nc2ccccc2c(=O)n1CC#CCOCCOCc1ccccc1,True,2.625082339637437
Br[C@H]1C[C@@H]2N(CC[C@H]2C1)C(=O)C1CC1c1cccc(F)c1F,True,4.028071490472298
c1onc(c1-c1cnc(nc1)C#N)-c1ccc(cc1)C1=NCCN1,True,2.987055122516564
Sc1ccccc1-c1cc(ncn1)-c1ccc2OCOc2c1,True,2.385360280263681
S(=O)(=O)N1CCC(CC1)c1nnc(-c2cccc3ccccc23)n1-c1ccccn1,True,3.018674557213715
c1cc(cc(Cl)c2\C=C2/C(=O)NC1=O)N1CCOCC1,True,2.7333970039626188
n1nc(cc2c1nc([nH]c2=O)-c1cn[nH]c1)-c1cccc(F)c1,True,2.8394417247533976
Sc1ccc(c(F)c1)S(=O)(=O)Nc1ccccc1,True,2.0735261952226836
S(=O)(=O)c1ccc2n(cc(CN3CCOCC3)c2c1)S(C)(=O)=O,True,3.1499854460507573
Br.OC(=O)c1ccccc1-c1ccc(nc1)N1C(=O)CCc2ccc(F)cc12,True,2.371488609751422
c1n(c2cccnc2c1Cl)-c1ccc2[nH]cnc2c1,True,2.6711253171508904
C#C.N1CCC[C@H]1CNc1cccc(n1)-c1ccccc1,True,2.742636691351528
n1cc(Br)c2c1ncc(-c1ccc3ccccc3c1)c2=O,True,3.068726596472521
Br.OC1C=CCC2CCc3c(O)ccc(O)c3C12,True,4.041398647893427
c1nn(cc2c1=O)N(C2CC=C)OCC(O)=O,True,5.271587961522501
n1c([nH]c1=O)-c1cc(F)c(cc1F)-c1ccccc1,True,2.3149038056435316
Fc1ccc(NC(=O)c2ccccc2OC(F)(F)F)cc1,True,1.7162871217584286
Br.[Br-].Nc1nc(Cl)nc2n(cnc12)C1O[C@H](CO)[C@@H](O)[C@H]1O,True,3.9376154279678044
Sc1nnc(CCCc2nnc(NC(=O)Cc3ccccc3)o2)s1,True,2.7033288479460627
P(O)(=O)C(Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,True,3.3424723230703055
Sc1ccc(cc1)N1CCN(CCc2ccccc2)CC1,True,1.894127491399912
Br.CC(=O)Nc1ccc(OC(=O)CC2CCCCC2)cc1,True,1.976835928124478
c1cnn(c1)C(Cc1ncc[nH]c1=O)c1ccccc1,True,3.0747367281100138
Sc1nc(N2CCOCC2)c2cnn(CCc3c[nH]cn3)c2n1,True,3.1863196372272267
SCCC(=O)NN=Cc1cc(Cl)ccc1N1CCN(CC1)c1ccccc1,True,2.3023679736723395
n1c(-c2cccc(c2)N=[N+]=[N-])c2[nH]ncc12,True,3.3694031398327837
P(O)(=O)C(CS(C)(=O)=O)c1ccccc1-c1ccccc1,True,3.4140770288238507
Sc1ccn2ccnc2c1C(=O)Nc1ccccc1C(F)(F)F,True,2.6829784748969114
SCc1ccc(OCCCC(=O)N2CCN(CC2)C2=NC(=O)N(C2=O)c2ccc(F)cc2)cc1,True,2.7147263739456164
Sc1nc(NCc2ccccc2)cc(Sc2ccccc2)n1,True,2.411192942985574
Sc1cccc(c1)[C@](C#N)(C(=O)N[C@@H]1CCCC[C@@H]1S(C)(=O)=O)c1ccccc1,True,4.005045422334303
[B@@H]([C@H](O)CCc1ccccc1Oc1ccccc1)c1cccc(OC(F)(F)F)c1,True,3.3182617829873866
c1nc(cn2cncc12)-c1ccnc2[nH]nc(Cl)c12,True,3.337357734733308
Br.NC(CCN1CCCC1)Cc1c[nH]c2ccc(Br)cc12,True,2.81175477479351
c1nc(c(CNC(=O)Cc2ncccn2)n1-c1ccc(F)cc1)-c1ccc2OCOc2c1,True,2.6696046229196675
Sc1nc(N2CCCCCC2)c2ncn(CC3CCCC3)c2n1,True,2.759892714150304
Br.CN(C)C(=O)c1nnc2CN(CCn12)C(=O)c1cnc(nc1)N(C)S(C)(=O)=O,True,3.07240138505769
n1c(cc(N=Nc2ccc(Cl)c(Cl)c2)c1=O)-c1ccccc1,True,2.741714565977965
P(O)(=O)OP(O)(=O)NCc1ccc(F)cc1,True,3.9419306777687595
n1c(I)c(C(=O)NCCOc2cccc(Cl)c2)c(=O)c1-c1ccc(F)cc1,True,2.5949026824857953
S(=O)c1cccc(c1)C#Cc1cn(nn1)-c1ccc(Cl)cc1,True,3.298019991802142
c1cnc([nH]c1=O)C(=O)[C@H]1CCN2CCC[C@@H]12,True,3.5905544101965106
Sc1ccc(COc2ccc3ccc(=O)[nH]c3c2)nc1,True,2.466625609715045
SC(=S)N1CCN(CC1)C1c2ccccc2-c2ccccc12,True,2.3081238379559874
Br[S+]([O-])C(Cc1ccccc1)C(N)=O,True,3.7949213513363667
P(O)(=O)C(C(C#N)c1nc2CCCc2s1)c1ccccc1,True,4.2457659161170405
c1c(N2CCC[C@H](N)C2)c2nc3CCCCc3c(=O)n12,True,3.566791810607878
Sc1nccc(n1)-c1cccc(n1)N1CCNCC1,True,2.773542350117925
c1cncnc1O[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O,True,3.6164084813520514
c1ncc(CCN1CC(=O)Nc1cccc(Br)c1)-c1ccc(Cl)cc1,True,2.5958223900227964
n1nc(c(-c2ccccc2)c1=O)-c1ccccc1,True,2.1399814637277643
c1ccc(cc1C(=O)N1CC[C@H]2CCC[C@H]12)N1CCC(F)(F)CC1,True,3.1368241065115585
P(O)(=O)OCCOCCc1ccc(cc1)C(N)=O,True,3.149330804603581
c1c(nc2ccc(cn12)-c1cccc(c1)C(F)(F)F)N1CCOCC1,True,2.4757262361766426
Sc1nnc(COc2ccc(OC(F)(F)F)cc2)o1,True,2.4711981452661718
Sc1n[nH]c(=O)c2CCC(CCc12)\C=C\c1ccc(F)cc1,True,3.3627473072269947
BrCC1[C@H]2O[C@H]1C[C@@H](Nc1ncccc1Cl)S2,True,5.378141763139004
c1cnc(NC1COCCNC(=N)CCC#N)-c1ccc(F)cc1,True,3.922593399992989
Sc1nnc(CCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,True,2.623042913880129
n1c(cc2cc(NS(=O)(=O)c3ccccc3)cc12)-c1ccccc1,True,2.7586165402537546
Sc1ccc(cc1)N1CCN(CC1)C(=O)Nc1ccc(CC2CC2)cc1,True,2.142692874079044
n1c2ncnc(Nc3ccc(NC(=O)Nc4ccc(F)c(Cl)c4)cc3)c2c1C(F)F,True,2.83878371599611
c1nc(sc1[C@H]1CCN(C1)C(=O)C1CC1)-c1ccnc(c1)N1CCOCC1,True,3.1196191009170686
n1nc(Sc2ccc(Cl)cc2)n2c1nc(O)c1ncc(Cl)cc21,True,2.7953719408060014
c1nc(cc2c3OCOc3cnc12)-c1nccc(n1)N1CCCCC1,True,2.7851878515612576
Sc1cccc(n1)C(=O)N1CCC2(C1)CCN(CC2)c1cnc2ccccc2n1,True,3.2874514313546115
c1nn(CCOCC(F)(F)F)c2nc[nH]c(=O)c12,True,2.8155083490688373
Brc1cccc(Nc2ccnc3[nH]c(=O)[nH]c23)c1,True,2.4790385029149906
Sc1nccc(OC(Cc2ccccc2)n2c3cccnc3[nH]c2=O)n1,True,3.509294503702858
Sc1ccc(CS(=O)(=O)c2ccc3sc(nc3c2)N2CCOCC2)cc1,True,2.5203254894636604
P(O)(=O)C(Cc1ccc(cc1)-c1ccc(cc1)C(O)=O)C(O)=O,True,3.2381032685197395
S(=O)(=O)N1CC(C1)Nc1ccc(Cl)c(Cl)c1,True,3.1001066148832157
c1[nH]c2ccc(Cl)cc2c1-c1cc(nn1-c1ccccc1)N1C(=O)C=CC1=O,True,2.7099528438079616
Sc1nnc(CCc2c[nH]c3cccc(O)c23)c(=O)[nH]1,True,3.129226726565526
Sc1nc2cc(ccc2o1)S(=O)(=O)N(c1ccc(F)cc1F)c1ccncc1,True,2.957631692666558
Sc1ccc(cc1)[C@H]1[C@H](CN1C(=O)NC1CCc2ccccc2C1)CN1CCOCC1,True,3.6878334295493147
Sc1nc2ccccc2c(=O)n1-c1ccc(O)cc1,True,2.195848943524517
Sc1nc(nc2ccccc12)-c1ccc(F)c(F)c1,True,2.1813361230116968
Sc1nc2ccccn2c1-c1c(Cl)nccc1N1CCC1,True,2.8971228512014005
Sc1ccc2cc(CN3[C@@H]4C[C@H]4C[C@H]3C(O)=O)ccc2c1,True,3.536187454578579
Br.CC(=O)c1cccc(CNC(=O)c2ccc(CNC(=O)c3ccccc3)cc2)c1,True,1.8131009558151128
Sc1ncnc2ccc(cc12)N=Cc1ccc(F)cc1,True,2.5570863524206153
c1cncnc1Oc1ccc(cc1)S(=N)(=O)CC(O)=O,True,3.0680589762009056
Sc1cccc(NS(=O)(=O)c2nc3ccccn3c2NCc2ccccc2)c1,True,2.6130707925259102
Sc1ccc(cc1)-c1cccc(CNS(=O)(=O)c2ccccn2)c1,True,2.2474562153612556
n1c([nH]c1=O)C(C#N)c1c(F)cc(Cl)cc1F,True,3.6197234989137614
Sc1cc(Cl)c(cc1Cl)-c1ccc(cc1)C#N,True,2.3748577438700167
SCCCCCC(=O)C(NC(=O)COc1ccccc1)C(=O)c1nc2ccccc2o1,True,3.0828928592235707
[BH].[Br-].OS(=O)(=O)\C=C\c1ccccc1[N+]([O-])=O,True,2.8248303181042935
c1cnc2n(cnc2c1F)[C@]1(CNC(=O)NC1)C(F)(F)F,True,3.6302767769308435
SC1=N[C@@H](COC2CCN(Cc3ccccc3)CC2)CS1,True,3.261923366289494
c1c(CN1CCOCC1)N[C@@H]1C[C@@H]1OCC[C@H]1F,True,5.970636571580086
BrS(=O)(=O)\C=C\CN1CCN(CC1)c1cc(Cl)cc(Cl)c1,True,2.71819481406612
P(O)(=O)C(CCc1ccccc1)=C1COC(NC(=O)OCc2ccccc2)C1,True,3.8028660341035634
[B@H](Cc1ccc(cc1)C(F)(F)F)[N+]([O-])=O,True,3.145468118803916
n1c(=O)n(Cc2ccc(F)cc2)c2nc3cccc(F)c3c(=O)c12,True,2.7292821252569865
FC(F)c1ccc(F)c(\C=C\C(=O)NO)c1,True,2.551248296457457
Sc1ccc(cc1)S(=O)(=O)Nc1cc(Cl)cc(Cl)c1,True,2.15648089618724
Sc1ncc(-c2nc(cs2)-c2ccccc2)c(=O)[nH]1,True,2.628481950517525
n1cccc2c(NCc3cccc(c3)C(F)(F)F)ncnc12,True,2.1821079725713712
Sc1nnc(N[C@H]2N=C(c3ccccc3)c3ccccc3NC2=O)o1,True,3.291249986758804
Sc1ncnc2oc(c(-c3ccccc3)c12)-c1ccc(F)cc1,True,2.4512162368085075
n1nc2[nH]cnc2n1CC1(CCCCC1)c1ccccc1F,True,3.0210755465358705
c1cccc3c1nc([nH]c3=O)[C@@H]1CC[C@H](O)CC1,True,2.2675305147493106
[B@@H](CO)Oc1cccc2CCC(N(C(=O)N3CCN(C)CC3)c12)c1ccc(cc1)C(F)(F)F,True,3.6607188061437803
Sc1ncc(OC(=O)c2ccccc2)cc1-c1ccsc1,True,2.510011590167352
Sc1ccc(cc1)C#CC(=O)N1CCS(=O)(=O)c2ccccc12,True,3.0397227315537148
c1c(oc2cc3SCCc3cc2c1=O)C(=O)N1CCC[C@H]1CO,True,3.241152634102982
n1c(nc(-c2ccc(Cl)cc2)c1=O)N1CCC[C@H](O)C1,True,3.040767044448449
Br[C@H]1CCC([C@H]1C(O)=O)c1cccc(O)c1,True,3.4448560157884476
SC(=O)NCCCCN1CCN(CC1)C(=O)CCCc1cccc2ccccc12,True,2.2998742621805643
Fc1ccc(OCC2CCCO2)c(c1)[N+]([O-])=O,True,2.499736960452223
Sc1ccc(cc1)-c1ncccc1CNC(=O)c1ccncc1,True,2.23403828043652
c1ccc(Cl)cc2OCN(C1=O)C(C2)C1CC1,True,5.640149665829749
Sc1nc(C2CC2)c(CNC(=O)Cn2nnc3ccccc23)nc1CCCCCCl,True,3.036605875314219
n1ccc2c3CN(CCc3c(=O)n12)[C@@H](CCC(O)=O)C(O)=O,True,3.5402173486609723
Sc1ncnc2cc(NC(=O)Cc3ccc(cc3)C#N)ccc12,True,2.3237551575892184
Sc1ccc2cnn(-c3cccc(c3)C(F)(F)F)c2c1,True,2.4742028833035263
[Na@H]COc1nc(cc(n1)-c1cn[nH]c1)-c1cccc(Cl)c1,True,3.031857239599888
P(O)(=O)C(N(CC1SCCC1)C(=O)OCc1ccccc1)C(O)=O,True,4.167221953865475
Sc1ccc(NC(=O)[C@@H]2CNC[C@H]2F)cc1,True,3.430928674190941
Sc1nnc2c(Nc3cc(cc(c3)C(F)(F)F)-c3ccco3)cc(nc2n1)N1CCOCC1,True,3.1352658227260557
[B@@H]1CCCN1c1ccnc(n1)-c1ccnc(Nc2ccc(NC(=O)c3ccno3)cc2)c1,True,3.3023366411813626
Brc1ccc(NC(=O)CCc2c[nH]c3ccccc23)cc1,True,1.7436701021471759
Br[S-]c1cc(ccc1N)-c1ccc2[nH]c(cc2c1)C(N)=O,True,3.1642292788415567
c1c(cc(n2CCCNc2n1)-c1ccncc1)-c1ccc(cc1)C(O)=O,True,2.9629402182085993
c1ccc(cc1C1=C(C(=O)CC(CC1)C(=O)NCc1ccccc1)C(F)(F)F)N1CCOCC1,True,3.09820787468258
Sc1nnc(s1)-c1ccc(cc1)C(=O)N1CCN(CC1)C(=O)NCc1ccccc1,True,2.3512066587328846
P(O)(=O)C(F)(F)c1cc(C(=O)N2CCNCC2)c(F)cc1F,True,3.5859116953812133
BrSC(=S)N[C@H](CCCCN1CCN(CC1)c1ccccc1)C=O,True,3.144563968554862
S(=O)c1ccc2Cc3ccccc3C(O)(c2c1)C(F)(F)F,True,3.995651465887338
n1[nH]ncc1Nc1ncnc2cc(ccc12)N1C[C@H]2C[C@H]1CO2,True,4.43333976932126
S(=O)Cc1nc2c(nc(nc2[nH]1)-c1ccccc1)N1CCOCC1,True,3.1226265201330303
S[C@@H](CCN1CCCCC1)c1ccc(F)cc1,True,2.6203608615511236
n1cccc1=N[C@@H]1[C@H]2CN(C[C@@H]12)c1ncccn1,True,4.371757465266529
c1nnc2c(cccn12)N1CCN(CC1)C(=O)OCc1ccccc1,True,2.2965133983388046
n1cc(c1F)-c1c[nH]c2nc(ccc12)N1CCNCC1,True,3.1772412191202513
P(C)(=O)c1cccc(c1)-c1ccc(s1)C(O)=O,True,3.4863948573425665
SC(=N)S(=O)(=O)NCCCCCCOc1ccc2ccc(F)cc2c1,True,2.616619368044775
Sc1ncc(Cl)cc1NC(=O)c1cnc2ccccc2c1N1CCCC1,True,2.5754128740790456
[B@@H](F)[C@@]1(C)O[C@H]1c1ccccc1,True,4.001317144865832
SC(CS(=O)(=O)c1ccccc1)Cc1ccc(cc1)-c1ccccc1,True,2.529679307096
P(O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12,True,4.331647534893238
Br.CCS(=O)(=O)N1CCN(CC1)c1nnc2C[C@@]3(C)C[C@H]3C(=O)c2c1O,True,4.11301957841616
n1nc2-c3c(cccc3-c3ccccc3)-c3cccc(c1)c23,True,2.248286294249695
n1c(nc(NCC2CCOCC2)c1=O)N1CCC(O)C1,True,3.5726573278492575
c1ccc(cc1Oc1cccc(c1)C#N)N1CCNCC1,True,2.060162975270879
c1c(ncn2c1=O)N1CCCC(Br)[C@@](CO)(C(=O)N1c1ccccc1)C2,True,5.8157914913093745
n1nc2N(CCc3c(ccc3cn2c1C#N)-c1ccccn1)C(=O)c1cc(F)ccc1F,True,3.4052990333658375
n1c(nc(OCCCN2CCCCC2)c1=O)N1CCCCc2ccccc12,True,2.695020577222637
c1nc(cn1-c1ccc(F)cc1)-c1cccc(c1)C(N)=O,True,2.0457713127398627
c1nc(sc1-c1ccc(cc1)N1CCOCC1)-c1nc2CCOCc2[nH]1,True,2.9108933947891042
Sc1c2CCCB(O)Cn2c(=O)n(CCCN2CCN(CC2)c2ncccn2)c1=O,True,3.5071303833643093
Ic1ccccc1N1CCN(CCCN2C(=O)CC3(CCCC3)CC2=O)CC1,True,3.000631983103389
P(O)(=O)C(F)(F)C(=O)Nc1ccc(cc1)-c1ccccc1S(N)(=O)=O,True,3.1273621142142556
Sc1ccc2ccc(=O)n(CC(=O)Nc3sccn3)c2c1,True,2.546725158893709
Sc1ncc(O)c(=O)c(=O)n1Cc1ccc(cc1)-c1ccccc1,True,2.483349998560154
c1ccc(Cl)cc2c1ncc(C(=O)NCC1CC1)c2=O,True,2.2495243118749553
n1cccc2c(ncc(Cl)c12)N(CC1(O)CCOCC1)C1CC1,True,2.9984740387080997
Sc1ncccc1-c1cnc2[nH]c(=O)[nH]c2c1,True,2.9571877749331783
n1c(nc(-c2ccc3NC(=O)Cc3c2)c1=O)N1CCC(F)(F)CC1,True,3.1174427587411504
c1c(Cl)cccc2c1n3CCCc1nc3c(ncc21)N1CCNCC1,True,5.310619011644418
c1c(CO)c(O)c(O)cc1[N+]([O-])=O,True,2.3819071708233057
c1nn(cc2c1nc(=O)n(CCOCc1ccccc1)c2=O)S(=O)(=O)c1cccc(Cl)c1,True,2.6926388345345664
Sc1nc(cs1)C(=O)NC1(CC1)c1ccccc1,True,2.741117688435354
c1[nH]c(=O)c2[nH]ncc2c1-c1ccc(cc1)C#N,True,2.5771651301339276
SCc1ccc(cc1)S(=O)(=O)Nc1nnc(s1)S(=O)(=O)N1CCSCC1,True,2.8185989309810484
SCc1ccc(Oc2ccc(cc2)C(F)(F)F)cc1,True,1.921798435541934
SCCN1CCN(CC1)c1cc(Cl)cc(c1)-c1ccc(=O)n(Cc2ccc3ccccc3n2)c1,True,2.626645428087352
c1n[nH]c2c1nc(N[C@H]1CCCNC1)n(-c1cccc(F)c1)c2=O,True,3.2209673034808066
[B@@H](F)CN1[C@@H](CCCNC(=O)C2CCC2)NC2(CCOCC2)c2ccccc12,True,4.351505994193688
c1nc([nH]c2nccs12)-c1ccc(cc1)N1CCOCC1,True,4.029608229813066
Sc1cc(ccn1)C(=O)Nc1cc(ccc1F)-c1ncnc2[nH]ccc12,True,2.725481181771352
SCCOc1cnc(cc1Nc1nc(nc(n1)N1CCOCC1)C(F)(F)F)C#N,True,3.139268111014659
n1cc(Cn2cnc3cc(cnc23)[N+]([O-])=O)c(-c2ccc(F)cc2)c1=O,True,2.927239052873224
n1c(nc(Cc2ccccc2)c1=O)-c1ccc(cc1)C#N,True,2.463411337960542
c1cnc(NC11CCCCCC(O)CO1)-c1ccc2OCCOc2c1,True,4.820369967710361
Sc1ccc(CCC(=O)Nc2ccc3ncccc3n2)cc1,True,2.167619991802141
